id,accession_number,accession_date,title,maker,medium,description,classification,creation_date_avg
7994,89.18.1.C,1995-10-24,drawing for desk drawer Vermillion Years,Robin Winters,watercolor on paper,,WCMA-SCULPTURE,1989.0
7995,91.18.24,1991-01-01,Guiding the Cows,Maurice Brazil Prendergast,"watercolor, pencil and crayon on paper",,WCMA-Prendergast,1907.5
7996,83.5.2,1983-01-01,"Monsoon Rains, Monghyr, Bihar, India",Raghubir Singh,dye transfer color photograph,,WCMA-PHOTO,1974.0
7997,86.4.2,1986-01-01,Abstract Painting,Andre Lanskoy,tempera on paper,,WCMA-PAINTING,1939.0
7999,94.24.3,1994-12-20,Abstract Ring,Fletcher Benton,18K vermeil,,WCMA-DEC ARTS,0.0
8000,93.1.175,1993-01-01,Teapot with rose design,English,ceramic,,WCMA-DEC ARTS,0.0
8001,92.12.4,1992-06-18,Rasa Lila: Krishna dances with Radha and with each of the village Gopis,Rajasthan,opaque watercolor on cotton,pichhavai,WCMA-EASTERN,1925.0
8002,53.23.H,1953-01-01,Dining Chair,Italian,walnut | upholstery,gold upholstery on seat and back with fringe,WCMA-DEC ARTS,1649.5
8003,77.63.26,1977-01-01,Corinthian Aryballos,"Corinthian, Greek",terracotta,"The clay is a pale yellowish-buff with decoration in black glaze with added red glaze and incision. A frieze of ""padded dancers"" decorates the body of this aryballos.",WCMA-ANCIENT,-625.0
8005,78.38.27,1978-01-01,"Cucumber Night Cream (from ""General Dynamic F.U.N."")",Eduardo Luigi Paolozzi,color photolithograph,,WCMA-PRINTS,1968.0
8007,62.15,1962-01-01,Plate with interior genre scenes,Anonymous (Swiss),pewter,,WCMA-DEC ARTS,1614.0
8008,1887.1.41,1887-01-01,Black Figure Oinochoë,Greek,terracotta,red clay painted black except for panel on front enframed by a border of black lines and dots. Theseus or Herkles and the bull; vines; vertical bands of dots.,WCMA-ANCIENT,-500.0
8011,77.8.8,1977-01-01,Interior,Bernardus Johannes Blommers,oil on canvas,,WCMA-PAINTING,1889.5
8012,56.16.13.D,1956-01-01,Winter,Robert Sayer,hand-colored etching and mezzotint on paper,,WCMA-PRINTS,1786.0
8013,RC.22.14,1994-01-01,Fragment of a rock,Anonymous,rock,,WCMA Reserve Collection,0.0
8014,96.26.1,1996-11-20,Two Indian youths on horseback,E.P.H. Ashley Elkman,pen and ink | watercolor | pencil on paper,,WCMA-DRAWING,1880.0
8015,80.37.4.A,1980-01-01,Books and Graphics (Part I) from 1947 until 1971,Dieter Roth,book,,WCMA-DEC ARTS,1975.5
8016,93.1.18.E,1993-01-01,Arrow head,North American Indian?,stone,black and tan,WCMA-AMERINDIAN,0.0
8018,77.14.3,1977-01-01,"Skeleton of Horse, Dawes County, Nebraska",Arthur Rothstein,gelatin silver print,,WCMA-PHOTO,1936.0
8019,80.29.9,1980-01-01,Flood,Nicholas Monro,color screenprint,,WCMA-PRINTS,1972.0
8020,90.14.4,1990-01-01,Der Auer Ochs und der Tieger,Johann Elias Ridinger,etching on paper,,WCMA-PRINTS,1732.5
8022,43.2.155,1943-01-01,Candlestick,American,pewter,,WCMA-DEC ARTS,0.0
8024,95.4.33,1995-03-03,"Polo Players, No. 1",Charles Prendergast,"tempera and gold leaf on incised, gessoed masonite",,WCMA-Prendergast,1941.0
8025,96.27,1996-11-20,Eleanor Gertrude Du Puy,Cecilia Beaux,oil on canvas,,WCMA-PAINTING,1884.0
8026,59.21.1,1959-01-01,Small Jar,Egyptian,alabaster,,WCMA-ANCIENT,0.0
8030,80.29.16,1980-01-01,Lobby,Nicholas Monro,color screenprint,,WCMA-PRINTS,1972.0
8031,95.4.78,1995-03-03,Promenade with Five Figures,Maurice Brazil Prendergast,watercolor and pencil on paper,,WCMA-Prendergast,1914.0
8032,49.17.72,1949-01-01,Our Gettysburg Hero,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1892.0
8034,39.1.89,1939-01-01,The Ships are Coming,James Henry Daugherty,poster,,WCMA-PRINTS,1918.0
8037,99.9.2,1999-06-11,The Scarlet Cape,Maurice Brazil Prendergast,monotype on paper with pencil additions,,WCMA-Prendergast,1901.0
8038,84.26.43,1984-01-01,Untitled,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
8039,78.22.7,1978-01-01,Una Casa de Playa,Emilio Sanchez,lithograph,,WCMA-PRINTS,1967.0
8040,99.16.17,1999-12-27,Johnny Appleseed,William Gropper,lithograph on paper,,WCMA-PRINTS,1945.0
8044,WP.59,,"Portrait of Stephen West (1736?-1819), Yale 1755, First Vice-President 1793-1812, Trustee 1793-1812",Isaac H. Keely,oil on canvas,,WCMA-PAINTING,1854.0
8046,77.9.22,1977-01-01,Medallion,Varujan Boghosian,"wood, paint, metal hardware",,WCMA-SCULPTURE,1965.0
8047,62.41.16,1962-01-01,"Animal Locomotion, Plate #476",Eadweard Muybridge,collotype,,WCMA-PHOTO,1887.0
8049,91.31,1991-01-01,Untitled (Landscape by the Sea),Edward Henry Potthast I,watercolor over pencil on paper,,WCMA-DRAWING,1892.0
8051,85.26.25,1985-01-01,Three pages of calendar bound together (January-March),Maurice Brazil Prendergast,paper,,WCMA-Prendergast,1891.0
8052,77.9.43,1977-01-01,Untitled,Nancy Stevenson Graves,charcoal on paper,,WCMA-DRAWING,1964.0
8057,94.1.5,1994-01-01,"Mark Hopkins (1802-1887), Class of 1824, Fourth President of Williams College 1836-1872, College Trustee 1872-1887",Miss Whitman,charcoal on paper mounted to board,"Enlargement. Charcoal of medium weight, machine made, wove, western paper containing rag fiber and chemical woodpulp",WCMA-DRAWING,0.0
8060,82.26.76,1982-01-01,Preparatory sketch for a cartoon,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
8062,93.1.105,1993-01-01,Medallion with portrait head,Anonymous (Italian?),bronze,,WCMA-DEC ARTS,0.0
8064,92.19.C,1992-01-01,Untitled (Figures in courtyard),Utagawa Kuniyoshi,color woodblock print,mounted to board,WCMA-EASTERN,1856.0
8068,78.38.39,1978-01-01,"No Heroes Developed (from ""General Dynamic F.U.N."")",Eduardo Luigi Paolozzi,color screenprint on paper,,WCMA-PRINTS,1968.0
8069,62.16,1962-01-01,Plate with Five Creation Scenes,German,pewter?,"grey metal, like pewter? very dirty",WCMA-DEC ARTS,1619.0
8072,92.3.18,1992-01-01,But it doesn't mean anything| Mike & Ike - They Look Alike,Rube Goldberg,pen and ink on paper,,WCMA-DRAWING,1924.5
8074,91.27.32,1991-01-01,Woman and Child by the Sea,John Everett Millais,etching on paper,,WCMA-PRINTS,1862.5
8075,82.26.87,1982-01-01,Preparatory sketch for a cartoon,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
8078,67.24,1967-01-01,Self Portrait,Max Beckmann,woodcut,,WCMA-PRINTS,1918.0
8079,41.15.47,1941-01-01,Album of twelve Arhats or Lo-hans,Yu Chi-ting,ink and color on silk mounted to paper,"Signed by Liang Pung-Shu, doubt about the artist.",WCMA-EASTERN,1685.0
8082,49.17.13,1949-01-01,Court Jester,Thomas Nast,ink and pencil on artist board,,WCMA-DRAWING,1871.0
8083,99.1.143,1999-03-05,"The ""Bloody Shirt"" Reformed.",Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1876.0
8084,EL.75.3.9,,Bracelet with serpent head?,Greek?,gold,gold over ?,WCMA-ANCIENT,0.0
8085,78.56.15,1978-01-01,"World's Fair, New York City, New York",Garry Winogrand,gelatin silver print,,WCMA-PHOTO,1964.0
8086,89.21.11.B,1989-01-01,The Co-Founder of the Word O.K.--Hollywood,Ger van Elk,color photograph,triptych,WCMA-PHOTO,1971.0
8087,94.1.49,1959,Table with drawer,New England,wood,parlor table with single drawer; string inlay outlining the tapered legs; single rosette drawer pull,WCMA-DEC ARTS,1810.0
8089,60.38.5,1960-01-01,"Tile from the Palace of Ramses II at Medinet Habu, near luxor",Egyptian,ceramic,,WCMA-ANCIENT,-1127.5
8090,39.1.178,1939-01-01,The First Three!,Ben L. Kidder,poster,,WCMA-PRINTS,1918.0
8091,91.43.7,1991-01-01,The Start of Tarzan's Long Swing,Rube Goldberg,pencil and charcoal with white chalk on paper,,WCMA-DRAWING,1926.5
8092,39.1.31,1939-01-01,The Girls of America Our Second Line of Defense,Anonymous (American),color print,,WCMA-PRINTS,1918.0
8093,93.1.188.B,1993-01-01,Untitled: marsh,Anonymous (Chinese?),ink wash on paper,,WCMA-EASTERN,0.0
8094,61.19.1.T,1961-01-01,Amulet of Osiris,Egyptian,faience,,WCMA-ANCIENT,0.0
8095,93.1.94.A,1993-01-01,Lid,Egyptian?,alabaster,,WCMA-ANCIENT,0.0
8096,37.2.59,1937-01-01,View of the Pont Neuf,After Jacques Callot,photo reproduction,of Lieure 668,WCMA-PRINTS,1769.5
8098,PB.1,1929-01-01,The Transfiguration,Anonymous (Byzantine),tempera on panel,,WCMA-PAINTING,1749.5
8099,96.16,1996-07-23,Flora,Albert Ernest Carrier-Belleuse,marble,,WCMA-SCULPTURE,1865.0
8101,RC.43.A,1996-02-23,"New York, 1990 (from ""Città Aperta - Open City""; portfolio of ten photographs with an essay by Lars Lerup published by Architecture at Rice in conjunction with the exhibition, ""Città Aperta - Open City"")",Luciano Rigolini,black and white photograph,,WCMA Reserve Collection,1990.0
8104,CG.39,1887-01-01,Saucer,Greek,terracotta,,WCMA-ANCIENT,0.0
8106,94.1.19.B,1959,Mirror,Anonymous,mirror | gilt | wood,,WCMA-DEC ARTS,0.0
8107,84.26.75,1984-01-01,Untitled,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
8109,EL.72.1.1,,Bird's Eye View of Main Street Looking West,Richard Rummell,photogravure on paper,,WCMA-PRINTS,1906.0
8113,81.24.13,1981-01-01,Invention,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1960.0
8115,A.1.2.BBBB,1998-12-11,Wetstone,Charles Prendergast,stone,,WCMA-Prendergast,1905.5
8117,84.16.3,1984-01-01,Four Figures by the Sea,Maurice Brazil Prendergast,oil on wood panel,,WCMA-Prendergast,1909.0
8118,99.16.16,1999-12-27,Farmyard,Mabel Dwight,lithograph on paper,,WCMA-PRINTS,1947.0
8122,93.1.163,1993-01-01,Hexagonal Bronze vessel or stand,Anonymous,bronze,,WCMA-DEC ARTS,0.0
8125,93.1.129,1993-01-01,Descent from the Cross,Anonymous,bronze plaque,,WCMA-SCULPTURE,0.0
8127,95.4.20,1995-03-03,Promenade on the Beach,Maurice Brazil Prendergast,oil on panel,,WCMA-Prendergast,1903.0
8128,84.26.17,1984-01-01,Untitled,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
8130,68.11,1968-01-01,Odalisque,Kees van Dongen,color lithograph on paper,,WCMA-PRINTS,1922.5
8131,66.13,1966-10-18,La Ronda,John Stritch,rusted metal,rusted tools welded together,WCMA-SCULPTURE,1966.0
8132,82.26.20,1982-01-01,Preparatory sketch for cartoon (t-rex skeleton and pliers),Rube Goldberg,pencil on paper,,WCMA-DRAWING,1960.0
8134,62.41.28,1962-01-01,"Animal Locomotion, Plate #550",Eadweard Muybridge,collotype,,WCMA-PHOTO,1887.0
8135,88.6.61,1988-01-01,"Horse brass, Gipsy and Romany types",British,brass,,WCMA-DEC ARTS,1875.0
8136,92.5.16,1992-01-01,Lord Byron,Raffaello Morghen,engraving on paper,,WCMA-PRINTS,1797.0
8137,82.2.1,1982-01-01,Study for Italy and Victor Emmanuelle,Melvin Joel Zabarsky,pencil drawing and collage,,WCMA-DRAWING,1970.0
8138,RC.19.3.A,1993-01-01,"Green River, Massachusetts, Earth",Michelle Stuart,"handmade paper, mixed media",,WCMA Reserve Collection,1977.0
8141,92.3.2,1992-01-01,The Boob Family,Rube Goldberg,pen and ink on paper,,WCMA-DRAWING,1926.5
8142,77.9.106,1977-01-01,A Hand and a Box,August Robert Birmelin,acrylic on canvas,,WCMA-PAINTING,1966.0
8146,95.4.6,1995-03-03,Narcissus,Maurice Brazil Prendergast,crayon and pencil on paper,,WCMA-Prendergast,1905.5
8147,99.1.175,1999-03-05,"Church & State, Europe and United States.",Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1870.0
8150,81.31.77,1981-01-01,The Kitchen,James Abbott McNeill Whistler,etching,,WCMA-PRINTS,1871.5
8154,39.1.120,1939-01-01,Tired of Giving?...,Jay Norwood Darling,poster,,WCMA-PRINTS,1910.0
8156,92.22.40,1992-01-01,"New York, NY",Louis Faurer,gelatin silver print,,WCMA-PHOTO,1963.5
8158,52.7.15,1952-01-01,Great Slogans,John Harmon Cassel,crayon and ink on board,,WCMA-DRAWING,1902.0
8159,39.1.109,1939-01-01,Tired of Giving?...,Jay Norwood Darling,poster,,WCMA-PRINTS,1910.0
8162,55.1,1955-01-01,Timor: I,Peter Blume,ink and watercolor on paper,,WCMA-DRAWING,1954.0
8163,99.1.34,1999-03-05,Such a Load!,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1880.0
8164,TI.26,1944-01-01,Textile fragment,Italian,silk | velvet,voided and cut teal velvet on green ground,WCMA-DEC ARTS,1475.0
8166,79.36.12,1979-01-01,1972 Olympic Poster,Otmar Alt,color silkscreen on paper,,WCMA-PRINTS,1970.0
8168,RC.17.41,1993-01-01,Sketch of landscape with barn (unfinished),attributed to Isabelle Makepeace,pencil on paper,,WCMA Reserve Collection,1968.0
8169,94.1.13,1994-01-01,Ocean sunset,Warren Sheppard,oil on canvas,,WCMA-PAINTING,0.0
8170,EL.44.1.A,,Floor Pedestal to Bust of John Jay (EL.44.1),American?,white marble,,WCMA-SCULPTURE,0.0
8171,53.35.A,1953-01-01,Hanging lamp (from the Toledo Church),"Toledo, Spain",glass | metal,blue glass; orange tassels,WCMA-DEC ARTS,0.0
8172,89.10,1989-01-01,"Savior's Day Gathering, Chicago Coliseum",Robert Sengstacke,gelatin silver print,,WCMA-PHOTO,1966.0
8174,78.22.85,1978-01-01,Una Tarde de Verano,Emilio Sanchez,color lithograph on paper,,WCMA-PRINTS,1982.5
8177,93.1.106,1993-01-01,Priest Offering to Osiris,Egyptian?,polychromed wood,"red, green, black, tan, blue",WCMA-ANCIENT,-1239.0
8179,85.13.3,1985-01-01,Sonora,Victor Vasarely,color silkscreen on paper,,WCMA-PRINTS,1976.0
8180,62.7.C,1962-01-01,Kuan-yin (Goddess of Mercy) or Kwin Tang (God of Mercy),Chinese,soapstone,green soapstone figure on dark stone base,WCMA-EASTERN,1830.0
8181,78.25.2,1978-01-01,Portrait of Anna and Michael (Anna-Brita and J. Michael Held),Berenice Abbott,gelatin silver print,,WCMA-PHOTO,1950.0
8182,39.1.154,1939-01-01,The Greatest Mother in the World,Alonzo Earl Foringer,poster,,WCMA-PRINTS,1918.0
8183,39.1.268,1939-01-01,"FOR VICTORY, BUY MORE BONDS",John Scott Williams,poster,,WCMA-PRINTS,1918.0
8185,87.16.43,1987-01-01,Three faces,Wayne Wadhams,gelatin silver print,,WCMA-PHOTO,1978.0
8187,RC.5.19,1992-01-01,Blind Time III (No. ),Robert Morris,lithograph on paper,,WCMA Reserve Collection,1977.0
8188,83.25,1983-01-01,Abstract Painting,Ad Reinhardt,oil on canvas,,WCMA-PAINTING,1963.0
8189,94.8.1,1994-06-15,"Quien mas rendido?, Plate 27 (from ""Los Caprichos"")",Francisco José de Goya y Lucientes,etching and aquatint,,WCMA-PRINTS,1799.0
8191,72.4,1972-01-01,Profile III,David Park,gouache on paper,,WCMA-DRAWING,1960.0
8193,99.1.278,1999-03-05,At Liberty's Door.,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1881.0
8194,99.16.27,1999-12-27,At Peace,Joseph Margulies,aquatint on paper,,WCMA-PRINTS,1952.0
8196,77.53.23,1977-01-01,"Zu: Helmut R. Leppien, Max Ernst",Max Ernst,color lithograph on paper,,WCMA-PRINTS,1973.0
8197,78.38.49,1978-01-01,"Studies in Human Salvage (from ""General Dynamic F.U.N."")",Eduardo Luigi Paolozzi,color screenprint on paper,,WCMA-PRINTS,1968.0
8200,93.1.143.F,1993-01-01,Nail fragment (?),Anonymous,bronze,,WCMA-DEC ARTS,0.0
8202,95.4.31,1995-03-03,Florida Grove,Charles Prendergast,tempera on gessoed masonite,,WCMA-Prendergast,1946.5
8203,61.19.1.A,1961-01-01,Animal Amulet,Egyptian,ceramic,"blue; possible portions of old glaze visible. very crude animal form [lion?], couchant",WCMA-ANCIENT,0.0
8204,84.26.87,1984-01-01,Untitled,Rube Goldberg,pencil on paper,,WCMA-DRAWING,1926.5
8205,80.8,1980-01-01,"Statue of Dawn (Le Poit du jour), Versailles",Jean Eugène Auguste Atget,gelatin printing out paper,,WCMA-PHOTO,1891.5
8208,71.1,1971-01-01,The Shower in My Studio on Broome Street,Clayton Pond,color serigraph on paper,,WCMA-PRINTS,1969.0
8210,81.1.2.B,1981-01-01,The Loveland Homeplace: Untitled,Neil Rappaport,gelatin silver print,,WCMA-PHOTO,1978.0
8211,81.1.2,1981-01-01,The Loveland Homeplace,Neil Rappaport,photographs mounted as a pair,,WCMA-PHOTO,1961.5
8212,86.18.48,1986-01-01,Kneeling Nude,Maurice Brazil Prendergast,pencil on paper,,WCMA-Prendergast,1913.5
8216,83.14,1983-01-01,Germination II,Adolph Gottlieb,color lithograph on paper,,WCMA-PRINTS,1969.0
8219,89.3.2,1989-01-01,Seated Buffon,Pablo Picasso,etching and drypoint,,WCMA-PRINTS,1905.0
8221,94.24.26,1994-12-20,Squared Prism Earrings,De Wain Valentine,sterling silver,,WCMA-DEC ARTS,0.0
8223,78.59.70,1978-01-01,carved stone weight?,Greek,stone,,WCMA-ANCIENT,-900.0
8224,78.22.38,1978-01-01,"New City Hall, Boston",Emilio Sanchez,lithograph,,WCMA-PRINTS,1971.0
8225,84.16.1,1984-01-01,Maine,Maurice Brazil Prendergast,oil on wood panel,,WCMA-Prendergast,1911.5
8229,77.9.117,1977-01-01,The Bull,Lee Gatch,"stone, canvas, stain and plywood",,WCMA-SCULPTURE,1968.0
8230,RC.27.7,1992-01-01,Animal Kingdom,John Ihle,lithograph on paper,,WCMA Reserve Collection,1957.0
8232,83.35.1,1983-01-01,"Wake Scene (from ""Spanish Village"")",W. Eugene Smith,gelatin silver print,,WCMA-PHOTO,1951.0
8233,66.4,1966-01-01,Rest on the Flight into Egypt,Federico Barocci,chiaroscuro woodcut on paper,,WCMA-PRINTS,1553.5
8234,93.1.14.Q,1993-01-01,Amulet,Egyptian,stone,black [basalt?] Eye of Horus? animal head?,WCMA-ANCIENT,0.0
8235,81.13.57,1981-01-01,Marakesh,Julian Trevelyan,color etching on paper,,WCMA-PRINTS,1973.0
8237,99.13,1999-12-07,Wisdom Sustaining Liberty,Aimé Jules Dalou,bronze,with dark brown patina,WCMA-SCULPTURE,1889.0
8238,79.75.76,1979-01-01,Pot Sherd,Greek,ceramic,,WCMA-ANCIENT,0.0
8240,82.24.2,1982-01-01,Untitled,Kenneth Armitage,felt-tip and charcoal on paper,,WCMA-DRAWING,1965.0
8242,60.39.7,1960-01-01,"Statuette of Osiris, Standing Mummiform","Egyptian, anonymous",bronze,"This hollow cast, votive statuette depicts Osiris, the Egyptian god of the underworld. He stands mummiform, arms bent left over right, holding the crook and flail. On his head he wears an atef-crown with uraeus. The cult of Osiris dates back to the Old Kingdom, but became increasingly popular during the first millennium BC, when the majority of these figures were produced.",WCMA-ANCIENT,-594.5
8243,78.22.27,1978-01-01,Una Panaderia,Emilio Sanchez,color lithograph,,WCMA-PRINTS,1973.0
8245,99.1.130,1999-03-05,Waiting.,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1876.0
8246,30.2.8,1930-01-01,Small Cup or Bowl,Chihuahua province,clay,,WCMA-AMERINDIAN,1150.0
8248,80.46.28,1980-01-01,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,gelatin silver print,,WCMA-PHOTO,1974.0
8250,79.59.8,1979-01-01,Glue-Words,Ronald B. Kitaj,screenprint on paper,,WCMA-PRINTS,1955.5
8251,72.20,1972-01-01,Rouen Cathedral,Roy Lichtenstein,color screenprint on paper,,WCMA-PRINTS,1969.0
8255,61.19.3.E,1961-01-01,Glass fragment,Egyptian,"glass, gold frame","translucent purple background with white, green, red and yellow",WCMA-ANCIENT,-150.0
8256,WP.14,1929-01-01,"Portrait of Frederick Carlos Ferry, Class of 1891, Williams College Instructor 1891-94, Professor 1899-1917, and Dean 1902-1917",Dorothy E. Vicaji,oil on canvas,,WCMA-PAINTING,1929.0
8259,99.1.142,1999-03-05,Getting in Tune.,Thomas Nast,wood engraving on newsprint,,WCMA-PRINTS,1876.0
8260,71.2,1971-01-01,I-S' Va 2,Josef Albers,silkscreen on paper,,WCMA-PRINTS,1969.0
8261,82.16,1982-01-01,Tubes,Henri Chopin,prints,,WCMA-PRINTS,1980.0
8263,RC.57,2000-11-28,Turmoil,Walter French,"oil paint, rope on canvas",painting,WCMA Reserve Collection,1967.0
8264,91.19.1,1991-01-01,Gloucester,Childe Hassam,lithograph on paper,,WCMA-PRINTS,1918.0
8265,RC.5.6,1992-01-01,"Blind Time III, No. 2",Robert Morris,lithograph on paper,,WCMA Reserve Collection,1977.0
8266,71.34.E,1971-01-01,Untitled,Olle Baertling,color print on paper,,WCMA-PRINTS,1965.0
8267,87.16.56,1987-01-01,Two Greek heads,Wayne Wadhams,gelatin silver print,,WCMA-PHOTO,1978.0
8268,81.31.11,1981-01-01,Morning Gossips,Edmund Blampied,drypoint on paper,,WCMA-PRINTS,1928.0
8269,78.56.14,1978-01-01,"Texas State Fair, Dallas, Texas",Garry Winogrand,gelatin silver print,,WCMA-PHOTO,1964.0
8270,20.1.8,1920-01-01,Tablet with cuneiform,Mesopotamian,clay,,WCMA-ANCIENT,-2050.0
8272,87.14.23,1987-01-01,The Descent of the Holy Spirit,John Baptist Jackson,chiaroscuro woodcut on paper mounted to board,,WCMA-PRINTS,1740.5
8276,64.29.14,1964-01-01,"Armenian Woman [promoting savings, encouraging people to buy certificates and gives interest values]",Anonymous (Russian),poster,"Poster depicts a woman encouraging savings.  A chart showing the interest that may be earned on 5 rubles over a period of 7 years is held up, while a factory and tractor labor in the foreground.",WCMA-PRINTS,1928.0
8277,64.29.8,1964-01-01,What we need to get rid of,Mikhail Mikhailovich Cheremnykh,poster,"An educated worker (a print maker) holds up a series of caricatures and poems illustrating how to get rid of unemployment, corruption, bribery etc.",WCMA-PRINTS,1928.0
8279,55.22,1955-01-01,Seated Vairocana,Chinese,gilt bronze,,WCMA-EASTERN,1324.0
8280,93.1.197,1993-01-01,bronze fragment?,Anonymous,bronze,"possible fragment of jewelry, or a fibula (?)",WCMA-ANCIENT,0.0
8281,60.18,1960-01-01,White Cottage,Yovan Radenkovitch,oil on masonite,,WCMA-PAINTING,1952.0
8282,41.15.26,1941-01-01,The Eight Steeds of King Mu,Anonymous (Chinese),color on paper,,WCMA-EASTERN,1765.5
8283,EL.86.69.1,,"Elevation of the library, Tegel Harbor Housing, Berlin",Charles Willard Moore,ink and watercolor on paper,,WCMA-DRAWING,1983.0
8284,79.57.2.A,1979-01-01,"Untitled (from ""Silencio, Silencio"")",Juan Genovés,aquatint,,WCMA-PRINTS,1970.0
8285,84.33.5,1984-01-01,The Death of Demosthenes,Benjamin West,pen and ink on paper,"grey and brown washes on heavy, tan, laid, western paper",WCMA-DRAWING,1785.0
